ePortRxDataGroup_0, ePortRxDataGroup_1, ePortRxDataGroup_2, ePortRxDataGroup_3, ePortRxDataGroup_4, ePortRxDataGroup_5, ePortRxDataGroup_6, ePortRxDataGroup_7, ePortRxDataGroup_8, ePortRxDataGroup_9, ePortRxDataGroup_10, ePortRxDataGroup_11
442402, 0, 0, 0, 71303168, 53087616, 54935552, 0, 393216, 463104, 4004, 101142181
71303168, 0, 56626176, 0, 82251937, 0, 84279296, 73403520, 54525978, 4224, 80105122, 593440
65571885, 0, 3866, 0, 121634848, 3968, 0, 0, 0, 54525976, 0, 83886080
67747866, 0, 52428840, 0, 75497472, 0, 0, 62914586, 507904, 42, 0, 511488
3488, 398362, 67551232, 409600, 0, 34, 62919074, 425984, 73403392, 0, 69206016, 52428800
29, 0, 0, 63373312, 0, 0, 0, 120033307, 4864, 671779, 458752, 0
3328, 693760, 510976, 3968, 0, 0, 28, 0, 77598241, 27, 65475362, 73404065
0, 0, 73941016, 102760448, 54987958, 409632, 494763, 29, 80134168, 458789, 54989491, 573440
5406, 0, 88080384, 30, 82231296, 3872, 52974747, 462720, 63455277, 0, 61292573, 0
1035392, 52428800, 4096, 0, 86425635, 0, 409600, 52428800, 426016, 445984, 0, 40
5632, 31, 0, 0, 610842, 59277312, 524288, 30, 0, 0, 71306752, 0
0, 622592, 0, 0, 560282, 52920320, 58720256, 0, 60820992, 50331648, 54529177, 58720256
54525980, 0, 80268800, 2973, 69206016, 57152512, 0, 0, 27, 50335262, 4224, 99127808
442368, 3072, 65011712, 0, 29, 53236480, 3456, 41, 0, 55104640, 409630, 84541476
35, 52432926, 58724736, 4096, 0, 4736, 3491, 409626, 0, 54525952, 0, 0
27, 4480, 544794, 527488, 58724480, 0, 125829120, 393216, 0, 0, 475136, 3328
442368, 56623104, 0, 0, 52428800, 4096, 409600, 491520, 67108864, 56629032, 54529437, 527776
24, 709632, 0, 3840, 0, 0, 3352, 0, 79694753, 3228, 59199616, 60817439
412957, 425984, 0, 58726016, 3712, 0, 39, 0, 65536000, 0, 0, 36
0, 397952, 510976, 3328, 0, 0, 30, 0, 31, 0, 84414624, 83890219
0, 0, 540672, 0, 576640, 42, 0, 393216, 414464, 0, 34, 3328
0, 39, 71303168, 507904, 528384, 430848, 82449536, 79696675, 0, 430080, 28, 79695522
28, 0, 0, 4265, 512028, 65426329, 3072, 579237, 0, 0, 86396192, 39
59512474, 4992, 0, 69209472, 0, 3200, 33, 100663296, 31, 26, 491546, 426016
54525952, 0, 0, 0, 34, 80232478, 3233, 83891620, 0, 578585, 3200, 73404059
0, 57147392, 0, 3200, 0, 0, 0, 0, 494720, 69206016, 0, 94371871
0, 0, 0, 393245, 84332160, 67108897, 88080413, 33, 32, 458791, 71303168, 644128
69209856, 661120, 0, 3200, 56623140, 0, 425984, 0, 52903970, 3328, 69681152, 56623136
458752, 557056, 0, 52428800, 60820778, 54530086, 0, 3488, 0, 495488, 26, 3968
0, 57114624, 0, 65011745, 4096, 511003, 67108864, 73993884, 67715110, 4132, 65015680, 5530
491546, 26, 0, 65011746, 540699, 83886115, 0, 0, 0, 0, 0, 0
524288, 86429344, 3229, 65011712, 0, 442368, 65011712, 458752, 430246, 0, 0, 442410
50724864, 84410395, 30, 54525979, 60817408, 4096, 409627, 3072, 4513, 0, 0, 6172
0, 56623104, 69713920, 0, 101192244, 0, 720927, 27, 3744, 82317466, 57196544, 0
0, 78069783, 0, 491544, 475136, 3328, 26, 29, 0, 0, 0, 4224
0, 56623139, 82264097, 85983232, 0, 462889, 0, 0, 50331648, 0, 0, 0
396416, 31, 0, 0, 67108864, 675456, 491520, 4608, 0, 409600, 0, 75502622
0, 0, 54525952, 102760448, 56623158, 56623140, 3328, 0, 67108864, 425984, 413696, 557083
475136, 393216, 36, 0, 27, 429568, 445976, 41, 0, 0, 0, 3483
34, 557056, 0, 0, 425984, 442368, 0, 56627328, 63356960, 67108864, 0, 540672
0, 3353, 62914560, 83889566, 69746688, 54525952, 0, 60821545, 29, 52428800, 3584, 60817408
0, 0, 425984, 65011742, 65015710, 59310114, 29, 4096, 0, 638976, 5158, 55168155
0, 36, 511232, 0, 0, 0, 4608, 0, 3200, 425984, 0, 0
0, 0, 0, 69206016, 31, 67698688, 507941, 463523, 0, 53002240, 0, 0
0, 60817408, 0, 0, 446208, 429616, 69209472, 0, 901120, 507904, 0, 0
655360, 0, 5120, 0, 4224, 0, 425984, 27, 25, 3968, 0, 76054553
3328, 0, 0, 24, 757408, 71303168, 3584, 5504, 0, 0, 589824, 65015808
0, 0, 545536, 0, 67633185, 59183232, 0, 0, 491520, 3840, 3361, 5283
0, 409600, 0, 0, 90177536, 3609, 0, 3328, 3072, 85983232, 32, 27
0, 54525952, 26, 0, 67108864, 26, 557083, 32, 409600, 0, 0, 0
3584, 0, 50876572, 24, 5147, 507904, 52936730, 3353, 25, 63438878, 458787, 92733478
37, 59129856, 0, 37, 80314400, 540672, 4096, 0, 462464, 27, 69206043, 67112192
3200, 0, 0, 0, 40, 33, 491547, 4124, 3328, 0, 0, 0
0, 0, 4352, 425984, 60821661, 0, 50331648, 409600, 0, 27, 0, 606208
491520, 0, 0, 0, 82329600, 3484, 688128, 0, 54525952, 75956224, 53002278, 58720256
0, 0, 88506368, 3328, 578560, 0, 606208, 4256, 0, 3200, 409600, 4224
32, 0, 0, 3200, 528896, 65016576, 4224, 0, 3456, 3456, 0, 98569984
0, 0, 0, 0, 65011749, 0, 3874, 73404416, 60817408, 4889, 39, 67112320
0, 3584, 0, 3584, 0, 622592, 69206016, 26, 4480, 61390882, 626218, 71729195
540672, 3840, 39, 0, 54530076, 75939840, 0, 27, 0, 3200, 0, 445724
23, 0, 52432162, 75890688, 57147424, 67108891, 478464, 3872, 0, 445472, 442368, 67616768
75927328, 5279, 56623104, 0, 54525952, 0, 77594649, 67108864, 62914560, 3200, 54525994, 753699
0, 3072, 29, 50335770, 507904, 52432640, 3712, 5664, 69648417, 62914560, 71958528, 577702
52428824, 69717120, 0, 461952, 5020, 4646, 61472768, 3072, 76251175, 0, 4505, 63553536
50334976, 56623104, 4736, 3200, 4480, 540672, 59167872, 59347840, 32, 415022, 56623130, 73978752
85983232, 622592, 29, 0, 688128, 480384, 4120, 32, 524325, 0, 3235, 458752
409600, 0, 0, 0, 52428836, 52957742, 61210624, 0, 36, 32, 71864448, 0
0, 0, 109641728, 0, 528768, 0, 0, 28, 0, 25, 0, 544768
0, 48234496, 0, 0, 73405218, 63389696, 80221184, 0, 3482, 30, 0, 3356
50335104, 4124, 593792, 0, 445568, 56626432, 40, 69206016, 65011712, 0, 775070, 57347882
540696, 524321, 54529408, 2944, 6690, 447488, 86671392, 5504, 65536000, 3328, 594075, 75497472
69746720, 65421340, 577408, 34, 69211136, 52432768, 52428800, 61460096, 458780, 0, 86605850, 0
65015552, 25, 37, 69206016, 0, 75960362, 491551, 33, 25, 58724260, 409600, 90177561
0, 71303200, 52428825, 0, 35, 88084128, 0, 3584, 0, 3712, 28, 3456
54968320, 425984, 5120, 0, 56623104, 622654, 3456, 0, 54525952, 0, 512161, 71303168
0, 0, 0, 0, 5248, 59314176, 58724736, 25, 442368, 25, 67108890, 71303194
50724864, 0, 0, 4518, 67570816, 0, 0, 4096, 791066, 34, 69664795, 540672
0, 0, 0, 458752, 491520, 3328, 0, 4608, 393216, 0, 0, 27
3456, 0, 0, 77594624, 0, 3737, 3328, 63438848, 73404800, 0, 25, 4123
28, 58720256, 524288, 409600, 462240, 67522688, 67112064, 0, 3740, 50888704, 27, 98566144
27, 65503232, 409624, 0, 655360, 414125, 84315392, 0, 57281694, 100666652, 0, 3328
0, 524288, 409631, 3200, 0, 38, 56623104, 557056, 73848832, 57053600, 57103360, 85989536
48775208, 3622, 60817408, 65650712, 33, 430976, 0, 491553, 81788961, 0, 507904, 3741
0, 0, 24, 0, 67108864, 61411200, 97015296, 69615642, 393244, 52887552, 84316070, 67751075
33, 0, 26, 0, 67108891, 0, 75502848, 393216, 0, 409626, 65015040, 65421312
0, 0, 0, 3996, 58720256, 458752, 71749248, 725376, 425984, 446080, 529062, 67584000
393243, 4608, 58723584, 0, 62914560, 576896, 77598848, 60820480, 26, 3200, 32, 5248
0, 0, 58720256, 102760448, 58720310, 56623140, 3456, 0, 67108864, 0, 52842496, 557056
3328, 0, 50778156, 0, 789632, 409600, 0, 58720256, 677273, 54529920, 59268138, 75956258
42, 86753312, 0, 0, 5504, 0, 0, 0, 3712, 0, 4096, 77599744
32, 71303168, 58720256, 0, 33, 0, 0, 475136, 0, 32, 65011712, 0
425984, 606208, 65011712, 0, 475136, 75927168, 56623104, 0, 3224, 33, 62914593, 85983232
90181632, 0, 458752, 69206045, 0, 92279168, 34, 67572736, 0, 0, 25, 4352
458752, 0, 409600, 0, 5280, 60817439, 4736, 0, 28, 0, 442398, 5659
376832, 0, 0, 58720256, 0, 71303195, 36, 34, 0, 429440, 79691776, 4637
69779456, 557087, 3200, 0, 606208, 73406720, 606237, 3328, 0, 3114, 65457280, 4352
54525952, 704545, 3374, 511784, 560256, 58724352, 0, 73813281, 0, 0, 3712, 83889310
71860224, 0, 25, 462208, 52871168, 659712, 524288, 3488, 393216, 0, 0, 69206016
507904, 0, 0, 92274720, 78042112, 28, 458752, 69681152, 25, 62914560, 65011712, 92274714
58720256, 0, 0, 65011746, 655360, 0, 62914560, 60817435, 101436700, 622592, 475136, 73400320
0, 376864, 0, 0, 0, 0, 413351, 31, 393216, 414720, 62919552, 426016
73400320, 557056, 0, 0, 560547, 475162, 67567616, 445984, 0, 50336037, 32, 67653888
67108864, 54525952, 628248, 0, 67551262, 3489, 75993216, 73400320, 100668320, 61344934, 84480307, 413056
4096, 84377624, 69210662, 540672, 0, 0, 4638, 79691813, 57098240, 3200, 4402, 0
491544, 0, 35, 67108864, 56623104, 463872, 0, 56623104, 69615616, 42, 94371840, 0
511360, 28, 512025, 71843840, 63345817, 55066624, 0, 822309, 52428800, 0, 4122, 430378
491520, 23, 0, 0, 475136, 44, 0, 524288, 67584000, 40, 52969472, 622592
56623104, 23, 0, 48614400, 475136, 75956224, 609920, 655360, 573440, 71303168, 3233, 524288
0, 0, 0, 90177575, 606208, 62914593, 527488, 52989479, 103305984, 609408, 524323, 75501865
4096, 0, 0, 0, 447146, 41, 688128, 3737, 0, 54529792, 4641, 92770585
102764288, 50888737, 85983260, 0, 4507, 92979200, 90180771, 50888731, 5248, 3998, 67518511, 3840
671744, 0, 4352, 0, 659584, 75497472, 0, 0, 425984, 65011712, 573440, 69206016
0, 0, 0, 0, 36, 0, 0, 524288, 0, 0, 0, 67108891
5248, 0, 75497472, 0, 30, 67108895, 0, 0, 65866656, 73908224, 442408, 57135405
50335232, 0, 0, 0, 56626816, 545536, 413440, 507930, 50331688, 35, 65011712, 626816
4608, 753664, 0, 0, 0, 54525952, 0, 26, 573440, 3072, 0, 409632
393216, 540696, 65404928, 0, 75497472, 67108864, 81788928, 4480, 0, 36, 0, 3584
442368, 491557, 0, 0, 69894174, 0, 0, 0, 0, 105288102, 119540889, 75500833
4352, 589851, 446080, 0, 0, 0, 0, 0, 35, 32, 0, 34
30, 491520, 3225, 3104, 458752, 638976, 458781, 47, 494720, 0, 0, 462370
0, 0, 425984, 3097, 446891, 524288, 4352, 60817408, 24, 0, 0, 458785
63488031, 0, 4992, 57147392, 113692032, 54971520, 0, 4352, 0, 0, 34, 573440
0, 0, 442368, 24, 69979435, 0, 0, 0, 0, 3712, 52958080, 54525988
3328, 54984704, 56623129, 3328, 56623104, 69767296, 26, 39, 58723840, 589824, 589857, 88084011
0, 3584, 4352, 0, 35, 0, 557056, 33, 524288, 609436, 0, 578077
445440, 65475614, 5160, 65588352, 589824, 67112320, 0, 6434, 0, 3876, 4352, 86556672
65015424, 56626304, 27, 393216, 65552416, 3328, 0, 67108864, 429848, 62914599, 507938, 65474729
573440, 3840, 39, 0, 60817436, 0, 0, 26, 0, 3200, 0, 445597
0, 31, 0, 26, 101338368, 0, 54525952, 4608, 0, 0, 50893229, 594688
0, 0, 0, 3584, 76054528, 446248, 71308288, 60817408, 56623153, 3490, 65014784, 77594664
3584, 524288, 83886080, 445952, 0, 73990180, 425984, 524288, 3072, 69735464, 56623104, 67588096
59129856, 507904, 0, 0, 540672, 0, 4480, 0, 0, 0, 52428829, 94961664
0, 622592, 3231, 27, 31, 27, 3999, 0, 60817408, 41, 4380, 29
3200, 0, 52428800, 0, 54529792, 65011712, 491546, 0, 67108864, 458781, 655360, 770086
54525978, 52953088, 511232, 3873, 528512, 85983260, 5632, 3456, 54525992, 3356, 63373360, 692259
52428824, 0, 0, 57229338, 67764250, 413312, 4480, 52956928, 35, 560896, 0, 71303168
3328, 524288, 691875, 50331677, 655389, 83890478, 57020960, 0, 0, 3200, 429824, 81788958
4608, 753664, 0, 0, 0, 26, 429696, 54525978, 606208, 4096, 0, 412832
0, 0, 561054, 0, 478755, 0, 557056, 3225, 0, 609408, 3232, 0
90181632, 0, 458752, 69206045, 0, 92279168, 34, 67572736, 0, 0, 25, 4352
50331648, 737280, 524288, 3328, 409600, 3482, 491520, 0, 409600, 4767, 30, 62914590
0, 67633152, 0, 2944, 545319, 495360, 426013, 67108864, 67698717, 0, 71729152, 75497498
540715, 67108864, 0, 0, 527872, 67108898, 638976, 32, 77597696, 0, 3754, 75972641
3200, 73400320, 906368, 52822016, 432512, 76287360, 573480, 0, 67600384, 50331673, 720921, 63455260
0, 0, 86556672, 25, 58724352, 413217, 61407232, 4898, 67108864, 512000, 429977, 33
50859520, 0, 0, 430080, 69206016, 78036992, 0, 573440, 0, 0, 0, 73400320
3072, 0, 57016320, 0, 4352, 0, 86396928, 0, 39, 56623133, 58720296, 5248
396672, 3200, 0, 4352, 0, 54525952, 0, 5760, 671744, 3371, 0, 425984
0, 0, 54919168, 0, 671777, 0, 40, 77594624, 54525993, 429600, 0, 58720256
48, 48234496, 0, 0, 677376, 0, 67769496, 409600, 0, 3712, 0, 56626432
409656, 96468992, 561179, 27, 86425600, 0, 62914560, 3584, 50757659, 461856, 69206016, 3739
0, 0, 688128, 0, 57049132, 80101376, 0, 0, 0, 0, 71307264, 3584
58720256, 56623136, 0, 0, 458752, 0, 56623104, 24, 52822016, 71831073, 3456, 67112477
0, 0, 109641767, 67108864, 528768, 0, 0, 28, 2944, 25, 0, 544768
0, 655360, 462720, 57036160, 524288, 78073472, 67108896, 61358113, 426017, 73400320, 0, 54532352
540703, 0, 0, 0, 25, 26, 83889280, 409625, 0, 3200, 0, 67108896
0, 0, 26, 458791, 52953088, 3328, 65421312, 69206016, 63488000, 507904, 448293, 76021800
0, 0, 393216, 0, 74091934, 425984, 41, 79691776, 54525992, 442401, 56623104, 62914560
0, 445991, 0, 475136, 90181760, 409600, 69206016, 625920, 544802, 447744, 30, 65486877
90603520, 757914, 3107, 80232484, 57216384, 622625, 425984, 65011712, 92274714, 32, 54935583, 38
53038369, 4736, 60817408, 511104, 41, 56623104, 0, 25, 67108864, 540708, 77598208, 707712
0, 69206016, 0, 0, 73400320, 30, 69697560, 0, 0, 0, 511905, 5504
65486848, 638976, 0, 52822016, 475136, 4224, 0, 589824, 3072, 55038115, 0, 69206016
3584, 80134168, 445734, 3748, 0, 0, 33, 79691813, 61308928, 3328, 4402, 0
0, 0, 442368, 0, 0, 67108864, 24, 27, 3968, 25, 0, 25
0, 2944, 409600, 3328, 5411, 73400353, 26, 0, 28, 0, 31, 58725789
0, 0, 88637440, 61423616, 60817441, 62914560, 96960512, 0, 50331648, 429696, 4004, 3968
0, 0, 54968353, 85983257, 0, 432683, 25, 3456, 54525952, 0, 0, 3200
409600, 0, 83886115, 0, 425984, 3757, 0, 0, 53116962, 0, 0, 0
0, 4096, 62914586, 85986688, 3226, 30, 42, 0, 606208, 4608, 0, 0
78086168, 4133, 65014912, 69845023, 67108864, 430976, 3584, 32, 67846176, 0, 3200, 3328
0, 3356, 639006, 83886106, 57053056, 69653538, 393216, 0, 642842, 84364460, 412800, 4513
3584, 0, 0, 50337792, 65011712, 4224, 52989056, 0, 4096, 35, 3840, 442395
38, 65011741, 3840, 0, 0, 0, 77594666, 0, 491520, 54525952, 86431488, 0
60817408, 3712, 67846180, 67502143, 3584, 30, 671744, 0, 54529441, 65568793, 0, 62914560
0, 0, 0, 3200, 4736, 0, 622592, 0, 0, 0, 0, 0
0, 59132928, 72010752, 458752, 659584, 0, 67522432, 0, 67108889, 100663296, 41, 557081
426010, 0, 62914560, 0, 528384, 414208, 96469026, 540698, 25, 65016448, 59199785, 58720281
69206040, 69206046, 50724864, 3072, 4123, 0, 56626861, 0, 0, 0, 0, 445861
4252, 442368, 56623140, 0, 0, 28, 52428800, 442368, 50331676, 0, 61374464, 67636736
55099425, 65011712, 88621056, 59211802, 57278501, 393216, 71303168, 0, 35, 0, 513061, 0
0, 4608, 0, 0, 609434, 56623136, 69635328, 77597824, 25, 0, 60821020, 4224
0, 0, 0, 0, 52428800, 0, 84381568, 409600, 59293696, 50331648, 35, 117870592
396576, 507936, 65011748, 0, 52428838, 92274688, 85983232, 57184674, 54971809, 49, 84495790, 495488
62917632, 409600, 27, 49040768, 3456, 0, 57070976, 3072, 3712, 0, 36, 3712
54951936, 458752, 0, 0, 3328, 0, 0, 0, 0, 0, 4736, 447657
0, 429184, 0, 55033856, 77597952, 71860264, 4736, 4096, 62917632, 62914560, 67633152, 593792
60817408, 60817408, 60817444, 595072, 78074022, 0, 101089307, 73924608, 562176, 0, 4224, 4775
25, 26, 0, 393216, 26, 0, 26, 0, 33, 80367744, 69206016, 73400346
3328, 52956699, 62914590, 0, 59359232, 69730304, 65011712, 0, 0, 65753088, 69654016, 77594654
50331648, 30, 51036190, 65011737, 67108896, 92274737, 26, 54525952, 65011712, 58720288, 524288, 69206043
4636, 0, 81792419, 737280, 576768, 396416, 0, 3968, 83886080, 0, 84361242, 3584
0, 0, 622592, 50334882, 54971689, 73400320, 0, 3616, 442394, 0, 0, 0
71876608, 0, 26, 478592, 67682304, 659584, 61341696, 578335, 0, 4352, 0, 69632000
69599266, 622592, 29, 50888704, 58723840, 0, 0, 65011712, 0, 413568, 0, 0
52428800, 44, 495528, 524288, 73924644, 65421312, 76075165, 759332, 57032704, 0, 659865, 3617
67113984, 54528896, 3072, 54525952, 0, 3200, 0, 3328, 67108864, 3840, 77598492, 54525978
0, 0, 57200384, 0, 589856, 71303168, 42, 409600, 61374502, 0, 73859072, 491520
4224, 0, 73961115, 31, 0, 67584000, 98571264, 58725632, 60817408, 573440, 85986304, 32
0, 50337280, 69206042, 0, 71307008, 52432922, 79691776, 0, 4249, 0, 56626724, 58720256
54525952, 496289, 3456, 29, 56626849, 59129856, 62917760, 3865, 3103, 92274688, 65016448, 69763072
0, 445696, 0, 57131008, 81788928, 71860269, 56623104, 26, 57147429, 67551232, 71898112, 54525982
475136, 393216, 36, 0, 27, 429568, 445976, 41, 0, 0, 0, 3483
0, 0, 458752, 0, 671744, 0, 57065498, 524288, 557092, 429336, 67108889, 429568
69206016, 0, 557056, 4263, 0, 54525979, 4864, 0, 50741283, 50331648, 82251008, 445568
475136, 425984, 3098, 3456, 69926940, 28, 0, 560538, 98566174, 0, 3234, 54525987
82186880, 0, 84475904, 62914560, 4992, 63569920, 59150720, 26, 4096, 495360, 3456, 524288
0, 60820864, 26, 82427932, 54525952, 3225, 69206016, 50855936, 32, 52428800, 54530594, 32
76188672, 0, 0, 56623104, 73400346, 725030, 52433408, 838684, 36, 0, 4009, 69206016
76012314, 412961, 56626176, 47, 59375616, 71303203, 393216, 3072, 52432156, 409600, 3100, 75497502
55148568, 30, 0, 5282, 507931, 0, 52432256, 0, 0, 412800, 31, 75911842
54525952, 3584, 26, 0, 56626944, 90177563, 69206016, 0, 60817408, 0, 524288, 0
0, 4380, 397696, 0, 85983232, 69206016, 24, 0, 3072, 3200, 55083008, 54525952
71306880, 0, 55066624, 409600, 524288, 90177536, 33, 75989026, 28, 28, 54525982, 540702
393216, 0, 0, 0, 0, 0, 409600, 507904, 65011737, 61216553, 56627240, 67638175
458752, 560384, 3840, 52428800, 73944362, 56623104, 540672, 3487, 25, 495616, 27, 4096
0, 0, 54529024, 45, 61390848, 528896, 528512, 0, 52432128, 3456, 0, 69206016
30, 491520, 3225, 3099, 458752, 491520, 409600, 0, 495128, 0, 0, 478626
3840, 0, 25, 0, 3840, 69206052, 0, 429084, 52428800, 0, 77987840, 475136
0, 540703, 65459968, 73400320, 475136, 4096, 589824, 4128, 67108898, 54525952, 557056, 67108864
73400352, 426027, 75923496, 0, 0, 54919207, 3328, 88592032, 27, 6561, 491547, 446848
0, 540672, 58720256, 48726016, 0, 94375074, 69730304, 54525952, 69206016, 462235, 507938, 589824
0, 4864, 38, 0, 0, 0, 71303168, 0, 0, 35, 60817408, 69209472
32, 0, 658560, 0, 431146, 4096, 0, 0, 0, 4767, 557056, 442406
0, 0, 48237824, 0, 5120, 56623104, 3712, 0, 0, 491520, 507904, 524319
704512, 3200, 29, 58720256, 54525952, 3712, 3229, 610816, 51003392, 3968, 409632, 691620
442396, 75890688, 58724642, 0, 33, 0, 0, 78072960, 52428800, 0, 62914560, 73400352
56627840, 622592, 50892069, 27, 45, 27, 3999, 557056, 61227008, 40, 4380, 27
58720256, 0, 442368, 0, 0, 432256, 6272, 0, 32, 3225, 55197696, 0
0, 3200, 54525952, 57016320, 77597952, 71876643, 4736, 3712, 61394048, 62914560, 78118912, 593792
0, 50744832, 65621544, 458752, 480682, 5376, 28, 5376, 52428800, 741760, 52432896, 691748
0, 0, 0, 412928, 561920, 67113856, 4096, 50331648, 3456, 3840, 0, 98570112
23, 0, 32, 24, 57348096, 69206016, 0, 0, 0, 425984, 56623145, 67112218
0, 54525952, 26, 0, 67108864, 26, 557083, 32, 409600, 0, 0, 0
0, 398753, 0, 0, 71303168, 4224, 52428831, 442368, 0, 0, 71308828, 52953113
29, 0, 26, 458791, 59244544, 3200, 425984, 67108864, 65588480, 0, 431909, 57163817
507904, 86429472, 24, 65011712, 32, 425984, 65011712, 63438848, 426021, 0, 0, 3242
88084992, 0, 0, 3200, 52433664, 589824, 96998272, 56623104, 0, 511915, 56623104, 67718784
34, 60822400, 0, 0, 52428800, 0, 3200, 560128, 36, 4253, 3355, 69206016
0, 0, 3456, 0, 28, 442368, 73944448, 28, 0, 54529056, 3241, 4480
3456, 0, 0, 3200, 5376, 67108864, 0, 0, 409600, 57049088, 69210396, 73400320
491520, 425984, 73400361, 0, 27, 511387, 642688, 45, 0, 65011712, 0, 3712
67551257, 0, 393216, 3200, 573440, 67108891, 0, 50335771, 56623104, 0, 0, 3328
0, 52432896, 71892992, 60820899, 86429056, 3328, 54529072, 3072, 413470, 32, 75497472, 77594670
71303168, 3200, 65486848, 0, 78254884, 57049088, 0, 0, 31, 61246899, 85987865, 67867932
609536, 433152, 393216, 2944, 31, 0, 507904, 3883, 524288, 0, 3328, 577536
3072, 0, 0, 56623136, 58720256, 5376, 491552, 0, 479232, 55071905, 26, 4517
50937879, 429952, 25, 67112320, 69632000, 0, 540672, 59162624, 63389721, 59134848, 4126, 27
0, 0, 0, 0, 0, 58724352, 527907, 0, 0, 3968, 0, 0
30, 0, 0, 58720256, 55066624, 527872, 3996, 496256, 671744, 4096, 54525952, 671770
0, 24, 67108864, 4387, 0, 84492288, 524288, 27, 75501056, 5760, 30, 791075
0, 4352, 540672, 0, 0, 0, 56626845, 0, 53002240, 58724096, 51068928, 0
33, 0, 26, 491520, 65011742, 0, 75912448, 442368, 0, 524314, 67112192, 80101376
69206016, 0, 426008, 0, 90783744, 3968, 73400320, 442368, 71843867, 0, 52953088, 0
0, 0, 0, 4096, 3615, 78004264, 26, 0, 445593, 3968, 0, 67113754
445696, 77594624, 573465, 73990144, 0, 3200, 58720281, 790272, 0, 0, 4256, 32
0, 0, 24, 0, 52428800, 29, 0, 3200, 25, 0, 55054498, 3624
491520, 23, 34, 92688165, 5632, 594176, 57053824, 0, 396672, 0, 0, 52428844
429857, 0, 393216, 393216, 3359, 478464, 38, 52956704, 0, 62914597, 3227, 463232
0, 409625, 0, 0, 69211264, 544256, 0, 0, 3712, 0, 442368, 79695514
65568798, 0, 409600, 0, 625823, 54525979, 458778, 430336, 0, 67113122, 51, 75956259
0, 3488, 50741276, 50987008, 704512, 34, 61427584, 84447104, 71879712, 4376, 94371840, 115916849
0, 50331648, 0, 25, 26, 0, 3584, 0, 3200, 4992, 0, 5285
3357, 56626048, 50335264, 73842688, 86527744, 0, 0, 71700608, 409639, 50331685, 69206016, 606239
50331648, 0, 671769, 0, 32, 475136, 85983258, 54972288, 76005400, 0, 69206016, 60817408
0, 3456, 0, 0, 442368, 0, 458752, 409600, 0, 3328, 56623104, 1054240
593306, 0, 24, 3840, 67534848, 741888, 0, 27, 3352, 4352, 425984, 67113386
0, 3328, 0, 0, 0, 71995264, 65573022, 56623132, 81788928, 52903962, 0, 3200
4224, 692480, 88608286, 3584, 53084202, 3584, 4992, 4134, 67783721, 0, 626688, 67108864
0, 0, 3739, 62914560, 36, 442368, 0, 59310111, 0, 63586333, 52909089, 0
65011735, 0, 44, 80216064, 475169, 62914560, 0, 0, 4352, 0, 69209252, 74104863
0, 0, 28, 138416155, 3226, 88084007, 0, 52953114, 4902, 495921, 442397, 561578
0, 36, 71303168, 507904, 3200, 0, 55055488, 4736, 0, 429440, 27, 69864990
0, 22, 25, 4608, 0, 33, 3584, 0, 5158, 54530176, 71303168, 89020825
92279296, 0, 3072, 3584, 52859809, 573440, 96927744, 0, 0, 544420, 27, 73924608
0, 0, 52428800, 447652, 56623104, 540672, 0, 0, 4096, 62918299, 30, 71308064
0, 69763072, 125829120, 0, 5120, 3873, 786432, 3994, 33, 0, 61227008, 31
540703, 0, 757913, 393216, 5786, 0, 3072, 3200, 50905126, 57081856, 83886080, 426019
79691776, 50331648, 0, 50331648, 52428832, 81788928, 560256, 393216, 475136, 662400, 57134464, 58724891
425984, 704512, 62914560, 0, 425984, 26, 0, 573440, 54968355, 458752, 475168, 491520
78135296, 58720256, 27, 0, 589824, 0, 0, 458785, 29, 52432640, 0, 4352
71306752, 58723372, 57134592, 132775936, 540672, 90640000, 431012, 73908262, 40, 425984, 69681152, 660523
90177559, 0, 475160, 0, 90783777, 4648, 77594624, 770073, 71843867, 25, 55066624, 3712
83886080, 23, 61243436, 4608, 0, 73400366, 0, 58720256, 0, 54971776, 30, 73400320
528384, 62917888, 0, 0, 73403937, 4096, 0, 412800, 0, 0, 3712, 3200
3200, 50937856, 0, 50335360, 77594658, 458752, 0, 62914560, 60817408, 3612, 65016104, 92884378
85988224, 4888, 60817432, 117833763, 31, 52428800, 671779, 478208, 67600384, 3456, 426018, 532275
69210138, 413824, 24, 3584, 3456, 524288, 60820992, 0, 0, 4608, 393250, 5933
78135296, 58720256, 27, 0, 589824, 0, 0, 458785, 29, 52432640, 0, 4352
24, 511104, 0, 409600, 475162, 0, 53035008, 25, 76267560, 0, 430336, 61407232
0, 48238625, 688158, 0, 4251, 75497472, 77597721, 69206016, 0, 0, 67114777, 73400320
3328, 4129, 593792, 0, 445595, 58723584, 409639, 69206016, 67616768, 0, 775070, 57347883
0, 5791, 27, 0, 458752, 77594680, 0, 67616768, 62914560, 52428800, 507904, 6016
0, 67108864, 61243420, 425984, 54525952, 442368, 54529408, 84380713, 52969472, 478464, 52985856, 67567653
409600, 8604, 48664064, 55119488, 96980897, 32, 62919846, 60821632, 0, 71307825, 96882078, 78207010
0, 540704, 59135232, 73400320, 524288, 4096, 589824, 4259, 67108898, 50331648, 557056, 56628096
3200, 0, 50331648, 0, 0, 0, 0, 524288, 0, 491520, 0, 63324186
540703, 0, 0, 0, 0, 26, 83889280, 409600, 0, 0, 0, 65011744
